13915
all
Budweiser 5.27 3.73 5.3
buff 5.57 4.5 5.81
buffer 5.77 3.93 5.38
buffet 6.0 4.83 6.15
buffoon 3.62 5.6 4.08
bug 3.67 6.08 3.92
bugger 3.6 4.17 4.0
buggy 5.36 3.75 5.85
bugle 4.73 4.94 5.69
bugler 3.92 3.11 3.33
build 6.6 3.5 6.0
builder 5.83 3.0 7.09
building 5.48 3.03 5.46
buildup 5.0 3.18 4.85
bulb 5.67 3.18 5.0
bulge 3.5 4.38 4.43
bulimic 2.42 4.33 3.88
bulk 4.88 3.4 4.86
bulkhead 3.78 3.62 5.0
bulky 3.7 4.0 5.36
bull 3.44 4.08 6.75
bulldog 4.5 3.36 4.38
bulldozer 5.07 3.42 4.8
bullet 3.43 5.62 3.48
bulletin 5.56 2.94 5.25
bulletproof 6.44 6.54 6.08
bullfighter 2.88 4.5 4.33
bullfrog 5.13 3.0 5.33
bullheaded 2.8 4.36 3.73
bullhorn 4.64 4.13 5.15
bullion 4.83 3.07 5.09
bullpen 4.91 4.08 5.38
bullshit 1.4 6.86 2.86
bully 2.58 6.13 3.06
bum 3.62 4.79 4.09
bumblebee 5.09 4.79 5.3
bummer 2.4 4.42 3.54
bump 5.0 4.8 5.08
bumper 4.3 3.81 5.0
bumpy 5.0 5.0 4.69
bun 5.33 2.53 4.91
bunch 6.5 2.93 4.86
bundle 4.9 3.33 5.29
bungalow 6.08 4.08 5.45
bungee 5.54 6.27 4.88
bunghole 3.69 4.92 6.36
bunion 3.47 4.36 4.9
bunk 5.33 3.17 6.0
bunker 4.36 4.56 4.92
bunkhouse 5.5 2.93 4.73
bunny 7.33 4.26 5.12
buoy 5.75 2.87 5.53
burden 2.88 3.36 2.89
burdened 3.33 4.0 3.19
bureau 4.91 3.75 6.0
bureaucracy 3.19 2.82 3.11
bureaucrat 3.06 2.69 4.44
bureaucratic 4.0 3.45 3.47
burger 7.0 3.42 6.14
burglar 1.82 5.47 3.1
burglary 2.0 6.53 2.71
burial 2.56 4.1 4.88
burlesque 5.9 5.0 4.78
burn 3.48 5.52 3.16
burner 3.0 4.27 5.5
burp 5.31 4.57 5.56
burr 4.15 2.61 4.78
burrito 6.62 4.36 4.75
burro 5.33 4.56 5.8
burrow 5.65 3.38 5.18
burst 5.42 5.4 4.62
bury 1.67 5.69 4.25
bus 5.07 3.87 4.96
busboy 4.38 3.45 4.11
bush 5.0 2.59 4.94
bushel 5.77 4.4 6.0
bushy 4.19 3.8 4.64
business 5.64 3.57 5.75
business-man 4.33 3.0 4.6
businessman 5.17 3.6 5.2
businesswoman 6.12 3.92 5.71
busload 4.46 2.67 4.33
bust 3.78 5.31 6.08
buster 4.38 3.22 4.88
bustle 5.54 4.18 4.5
busy 5.27 5.0 4.5
busybody 4.23 4.56 5.52
butcher 3.62 3.64 5.12
butler 6.09 2.53 5.8
butt 3.78 4.85 5.67
butter 6.71 3.37 6.17
buttercup 7.0 3.4 6.4
butterfly 7.62 3.3 5.35
buttermilk 5.23 2.0 5.45
butterscotch 6.71 3.46 5.88
buttocks 7.09 4.5 7.15
button 5.38 3.54 6.33
buy 7.33 4.21 7.38
buyer 5.56 3.57 6.2
buzzard 4.85 5.6 4.31
buzzer 5.17 5.13 5.36
byline 4.38 3.07 6.33
bypass 3.67 2.75 5.57
bystander 4.29 3.0 4.46
byzantine 4.45 3.83 5.54
cab 4.5 3.38 6.67
cabana 6.56 3.81 5.19
cabaret 6.08 4.47 5.27
cabbage 3.92 2.92 5.09
cabbie 5.0 4.47 4.87
cabernet 5.85 3.22 5.0
cabin 6.0 2.82 6.22
cabinet 4.78 3.31 5.62
cable 6.17 3.47 5.79
caboodle 5.38 3.76 4.38
caboose 5.92 3.44 4.89
cache 4.17 3.33 6.25
cactus 5.12 3.69 6.12
cadaver 3.0 4.67 4.45
caddie 4.4 2.58 5.17
cadet 4.88 3.38 4.18
cafeteria 5.91 3.67 5.64
caffeine 6.6 6.21 6.22
cage 3.13 4.3 4.44
cagey 3.91 4.62 4.85
cahoots 4.5 4.14 5.11
cake 7.94 4.22 5.83
cakewalk 7.15 3.72 5.56
calamari 4.06 4.54 5.65
calamity 3.23 5.25 4.9
calcium 5.2 3.38 5.65
calculate 4.71 2.93 6.19
calculation 5.47 4.0 6.29
calculator 6.06 3.91 6.36
calculus 4.0 2.8 3.5
calendar 5.75 2.55 5.38
calf 5.14 3.57 5.27
caliber 4.87 4.0 4.9
calisthenics 4.92 3.28 5.33
call 6.67 3.29 5.88
callback 6.4 3.75 6.14
caller 5.14 3.08 5.82
calligraphy 6.82 3.46 5.65
callous 3.0 3.38 3.93
calm 7.5 1.36 7.43
camaraderie 5.91 4.62 6.38
camcorder 6.23 4.27 5.56
camel 4.78 3.36 5.4
cameo 5.85 2.72 5.22
camera 7.7 3.08 6.57
cameraman 4.46 4.5 5.53
camouflage 5.67 3.25 4.78
camp 7.7 4.57 6.57
campaign 4.33 2.67 4.7
camper 5.38 4.58 5.79
campfire 6.4 4.46 6.18
camping 5.77 5.86 5.91
campsite 6.0 4.13 5.09
campus 6.4 4.13 5.22
can 6.2 3.71 7.12
can-opener 5.38 3.43 5.9
canal 5.73 3.67 5.7
canary 6.4 2.93 5.64
cancel 3.56 4.08 5.93
cancellation 3.62 3.62 5.12
cancer 1.68 5.2 2.72
candid 5.5 3.87 5.82
candidacy 4.69 3.55 5.0
candidate 4.45 5.17 5.77
candle 6.54 4.31 6.27
candlelight 7.5 3.5 6.89
candlestick 6.22 3.38 6.23
candor 6.42 4.36 6.44
candy 7.18 4.92 6.4
cane 4.43 2.69 3.97
canine 6.33 4.77 5.35
canister 5.31 2.5 5.81
canker 1.83 4.33 3.82
cannabis 5.8 5.67 5.6
canned 4.23 2.5 4.94
cannibal 2.33 6.07 2.93
cannibalism 2.6 6.38 4.0
cannon 4.46 4.78 4.78
cannonball 4.67 4.61 4.83
canoe 5.6 3.58 6.3
canon 4.67 5.86 4.8
canopy 6.38 2.67 5.81
cantaloupe 6.45 4.38 5.69
canteen 4.81 3.0 5.14
cantina 5.23 3.28 3.78
canvas 5.92 2.17 5.88
canvass 5.44 2.88 5.33
canyon 5.0 3.9 3.7
cap 4.3 3.07 5.36
capability 6.75 4.33 6.21
capable 6.87 3.69 7.1
capacity 4.56 3.14 6.33
caper 5.2 4.0 4.8
capital 5.18 3.6 4.9
capitalism 3.92 4.83 5.25
capitalist 4.85 2.78 4.44
capitalize 6.0 4.0 6.5
cappuccino 6.62 3.09 5.47
capricious 4.93 3.9 5.4
capsule 5.69 3.44 5.19
captain 5.93 4.0 5.75
captive 3.08 5.56 3.07
captivity 3.0 5.38 2.6
capture 4.73 4.67 3.38
car 6.68 3.75 6.45
caramel 6.81 4.67 5.93
caravan 5.0 3.88 5.69
carbon 4.45 4.06 5.77
carburetor 4.92 4.43 4.77
carcass 2.86 5.25 4.44
card 6.5 2.71 5.29
cardboard 4.62 2.22 5.12
cardiac 3.62 4.62 3.69
cardigan 5.6 3.0 5.8
cardinal 6.31 4.45 4.9
cardiologist 4.0 5.13 4.82
cardiology 5.09 3.73 5.3
care 7.93 2.71 6.88
career 6.6 4.21 6.71
carefree 7.4 4.08 6.89
careful 6.27 3.0 5.25
careless 3.38 3.9 3.5
carelessness 3.88 3.09 3.22
caress 6.93 5.14 6.67
caretaker 6.15 3.78 4.89
cargo 4.85 2.36 5.18
carjack 2.0 6.0 2.64
carnage 2.54 5.75 4.36
carnal 5.15 6.2 4.85
carnation 5.92 3.58 5.82
carnival 6.0 4.88 5.0
carnivorous 3.85 4.33 3.44
carousel 6.78 4.29 5.93
carp 4.46 5.06 5.73
carpal 4.08 4.35 4.83
carpenter 5.77 2.44 4.44
carpentry 4.67 4.25 6.0
carpet 5.92 2.73 5.0
carpeting 4.93 3.3 5.33
carpool 5.0 2.83 4.67
carriage 6.0 2.33 6.83
carrier 4.92 2.5 4.56
carrot 5.8 4.53 6.56
carry 6.7 3.08 5.43
carsick 2.0 4.56 2.83
cart 5.54 2.5 6.0
carte 5.0 2.6 5.64
cartel 3.94 3.71 3.75
cartilage 3.85 2.78 3.88
carton 5.45 3.62 5.54
cartoon 7.0 5.38 5.7
cartridge 5.07 2.92 6.18
carve 4.92 3.14 6.64
cascade 6.0 3.0 6.38
case 5.27 4.64 5.88
cash 7.5 6.3 5.73
cashier 5.13 2.83 5.2
cashmere 6.87 4.08 5.56
casing 4.41 2.82 4.75
casino 4.1 5.92 5.0
casket 2.0 5.13 2.9
casserole 5.7 3.0 6.5
cassette 5.29 3.58 5.62
cast 5.3 3.5 4.22
castaway 4.2 3.83 4.4
caste 4.0 3.24 3.19
castle 6.38 4.21 6.22
castrate 1.81 5.0 3.75
castration 2.85 5.0 3.38
casual 5.71 2.57 6.44
casualty 3.33 6.25 5.0
cat 7.47 4.52 5.86
catalog 6.22 2.0 6.07
catalogue 4.82 3.81 5.92
catalyst 5.44 3.71 4.27
catamaran 5.2 3.92 5.9
catapult 5.0 5.46 4.95
catastrophe 2.36 6.27 1.5
catastrophic 2.0 5.86 2.0
catatonic 2.54 3.08 4.45
catch 5.73 3.79 6.12
catcher 5.15 2.78 4.67
catchphrase 4.0 3.86 5.89
catchy 4.93 4.0 5.31
category 4.94 2.62 5.35
cater 5.5 3.07 5.44
caterer 7.0 3.33 5.88
caterpillar 5.44 3.29 5.06
catfish 4.75 4.07 5.73
cathedral 6.22 3.36 5.4
catheter 2.85 4.27 3.0
catholic 4.33 1.83 2.75
cathouse 3.77 4.0 4.82
catnip 5.2 4.6 4.67
cattle 5.67 2.8 4.8
catwalk 5.64 4.33 6.15
cauldron 5.14 4.75 4.31
cauliflower 5.65 2.69 5.75
cause 5.27 4.0 5.38
caution 3.25 2.8 4.11
cautious 6.3 3.57 6.0
cavalier 5.0 3.79 5.5
cavalry 5.27 4.47 5.0
cave 4.93 3.67 4.5
caveman 5.27 4.19 5.23
cavern 5.33 4.09 4.8
caviar 5.33 3.8 4.8
caving 5.0 4.38 5.47
cavity 2.31 5.25 5.0
cayenne 5.67 3.94 5.33
cease 3.42 3.67 5.5
cedar 6.75 2.91 5.36
ceiling 5.23 2.33 5.89
celebrate 8.0 6.5 7.0
celebration 7.54 6.13 6.77
celebrity 5.46 4.5 4.62
celery 5.33 2.79 6.4
celestial 7.0 5.2 5.25
celibacy 3.88 3.08 6.12
celibate 3.9 2.5 5.91
cell 4.73 3.83 5.45
cellar 4.57 2.9 4.1
cellblock 2.85 4.27 4.2
cellist 6.83 3.33 4.91
cellmate 2.2 4.08 2.0
cello 5.8 3.33 6.92
cellophane 4.75 3.6 4.8
cellular 5.69 3.4 5.77
cellulite 1.78 4.36 3.73
celluloid 4.44 2.59 4.5
cement 4.5 3.33 5.5
cemetery 3.59 4.08 4.03
censor 4.45 4.53 3.8
censorship 3.62 3.67 2.44
census 5.15 3.81 5.0
cent 5.62 3.8 5.38
centennial 5.5 2.62 5.93
center 6.2 2.5 6.43
centerfold 3.92 3.78 5.44
centerpiece 5.77 3.0 6.27
centipede 3.73 4.88 3.46
central 5.2 3.08 5.6
century 5.38 3.33 5.0
ceramic 6.1 3.53 5.44
ceramics 5.4 3.27 6.92
cereal 6.31 3.0 5.56
cerebral 4.42 3.75 6.25
ceremonial 6.15 3.73 5.4
ceremony 6.33 3.92 6.25
certain 6.6 3.23 7.0
certainty 6.5 2.91 5.78
certifiable 5.62 3.9 4.25
certificate 5.77 3.71 5.55
certified 5.92 4.47 6.46
certify 6.55 4.07 6.36
cervical 4.53 5.45 4.82
cervix 4.19 4.64 4.73
cesspool 2.46 4.94 3.5
cha-cha 6.25 5.73 5.62
chain 4.81 3.87 4.0
chainsaw 4.0 4.8 4.88
chair 5.9 2.75 5.62
chairman 5.58 3.87 5.47
chalet 5.12 2.82 4.22
chalice 5.0 3.33 5.14
chalk 4.87 2.75 6.0
challenge 6.19 4.81 4.56
challenger 5.36 3.11 4.89
chamber 4.69 4.09 5.0
chambermaid 4.23 2.58 4.55
chameleon 6.47 4.54 5.12
champ 5.69 4.94 6.12
champagne 6.89 3.77 6.42
champion 7.03 4.54 6.13
championship 6.88 6.87 6.64
chance 6.0 4.6 4.88
chancellor 5.06 3.62 5.73
chandelier 7.0 4.2 5.57
change 5.4 4.43 6.62
changer 4.92 3.09 5.08
channel 5.46 1.89 5.78
chant 4.19 3.4 4.79
chaos 2.92 6.27 2.8
chaotic 5.0 6.12 3.77
chap 4.54 2.17 5.0
chapel 6.46 2.67 3.33
chaperon 5.0 2.44 4.89
chaplain 5.13 3.08 5.17
chapter 5.91 4.06 6.31
character 5.78 3.85 7.5
characteristic 5.67 4.23 6.0
characterize 5.4 3.0 7.0
charade 3.5 4.93 4.36
charcoal 6.25 2.94 5.12
chardonnay 6.17 3.47 5.14
charge 5.4 4.46 4.57
charger 4.83 3.43 5.12
chariot 5.88 4.07 6.44
charisma 6.1 4.64 6.6
charismatic 7.12 5.06 7.0
charitable 7.73 4.07 6.7
charity 7.6 3.42 7.0
charlatan 4.19 4.91 4.64
charm 7.41 4.69 6.29
charmer 7.27 5.2 6.0
charming 8.22 5.54 6.75
charred 3.62 4.09 3.78
chart 5.0 2.55 5.91
charter 4.91 4.0 6.17
chase 2.56 6.23 4.17
chaser 5.18 4.36 5.09
chassis 4.4 3.54 5.3
chaste 5.92 3.8 4.44
chastity 3.2 4.33 6.23
chat 5.62 4.08 6.27
chateau 6.54 2.5 6.31
chatter 6.42 4.67 6.42
chatterbox 4.53 4.17 4.09
chatty 4.5 4.93 5.67
chauffeur 5.7 4.6 5.38
chauvinist 2.67 4.58 3.5
cheap 4.25 4.42 6.0
cheapskate 3.73 3.25 5.9
cheat 2.38 4.58 5.45
cheater 2.88 6.22 4.0
check 7.0 3.21 5.62
checkbook 4.71 5.0 5.88
checker 5.33 2.6 6.31
checkered 4.5 2.73 4.44
checkers 5.22 2.79 5.93
checklist 6.56 3.75 7.12
checkmate 4.6 4.17 4.56
checkout 5.2 3.77 6.1
checkpoint 4.15 4.53 4.69
checkup 4.2 5.58 5.38
cheek 5.53 3.18 5.0
cheeky 5.87 5.42 5.73
cheer 7.62 5.07 6.77
cheerful 8.1 6.14 7.45
cheerleader 4.7 4.79 5.9
cheerleading 5.62 4.36 4.75
cheery 7.38 6.13 6.57
cheese 7.0 3.62 7.33
cheeseburger 7.0 4.22 6.22
cheesecake 7.5 3.58 7.25
cheesy 5.44 3.45 3.89
cheetah 6.0 5.62 5.8
chef 6.15 2.83 6.82
chemical 3.57 2.71 3.81
chemist 4.67 4.14 5.8
chemistry 5.92 3.6 5.31
chemo 1.31 4.92 2.73
chemotherapy 2.3 5.77 2.45
cherish 7.18 4.38 7.0
cherry 8.3 5.33 6.0
cherub 5.69 2.64 5.22
chess 4.94 2.87 4.86
chest 5.22 4.69 6.42
chestnut 5.62 3.14 6.0
chew 5.14 3.29 6.31
chewy 5.1 4.12 5.31
chic 6.19 4.69 6.14
chick 5.83 3.89 5.5
chicken 6.8 3.38 4.86
chicken-pox 3.0 5.21 2.8
chickenpox 3.0 5.11 3.17
chief 6.6 3.38 5.57
chiffon 6.0 4.18 5.55
child 7.48 5.42 5.2
childbirth 6.31 5.91 4.11
childhood 6.53 4.17 4.92
childish 4.5 4.93 4.5
childless 3.62 3.0 5.33
childlike 6.85 5.33 5.28
children 6.57 5.67 5.77
chili 4.4 4.62 6.47
chill 5.2 4.0 4.9
chilling 4.33 5.73 4.6
chilly 4.15 5.21 4.73
chime 5.9 4.31 6.16
chimney 4.67 3.0 4.56
chimp 5.92 4.0 4.81
chimpanzee 6.54 4.22 5.56
chin 5.07 3.25 5.67
chinchilla 6.11 4.79 5.47
chip 5.5 2.4 4.45
chipmunk 7.62 3.67 5.67
chipper 6.08 5.33 5.86
chiropractor 5.17 4.33 4.86
chirp 6.15 4.75 5.87
chisel 5.36 4.07 5.4
chiseler 4.44 3.82 5.55
chitchat 6.23 3.67 4.67
chivalry 7.1 4.33 5.0
chloride 3.93 4.33 5.46
chlorine 3.92 3.9 5.5
chloroform 3.33 6.38 4.23
chocolate 7.4 5.08 6.26
choice 6.13 3.86 7.62
choir 6.06 3.18 4.62
choke 2.5 4.87 2.56
cholera 2.56 3.69 4.07
cholesterol 4.0 2.78 5.69
choose 6.7 4.08 6.43
choosy 5.5 3.5 6.42
chop 4.59 4.23 5.76
chopper 4.73 4.0 5.5
choppers 5.11 4.67 4.85
chord 5.73 2.54 5.6
chore 3.85 4.93 5.24
choreographer 6.0 3.8 5.38
choreography 5.93 5.75 6.08
chorus 6.0 4.33 5.79
chow 6.3 3.73 6.11
chowder 6.45 4.33 6.69
christen 5.92 2.73 4.5
christening 5.5 4.36 5.11
christmas 8.8 5.87 6.0
chrome 6.18 3.67 5.5
chromium 5.06 2.88 4.44
chromosome 5.0 2.92 3.25
chronic 2.92 4.71 4.64
chronicle 5.75 3.8 6.07
chubby 4.09 4.73 5.21
chuck 4.83 4.73 4.71
chuckle 7.07 4.75 6.0
chug 5.06 3.24 5.31
chum 6.09 4.94 5.69
chummy 5.31 4.18 5.78
chump 3.79 3.83 4.3
chunk 4.53 3.83 5.2
chunky 3.67 3.53 4.2
church 5.57 3.57 5.18
churn 4.75 4.07 5.22
chute 3.62 2.5 5.56
chutney 4.75 2.78 5.38
cider 5.64 3.69 5.62
cigar 4.18 4.94 6.31
cigarette 2.33 3.69 5.08
cilantro 6.0 2.79 5.4
cinch 3.83 3.07 4.36
cinder 4.82 3.42 6.38
cinema 6.85 6.0 6.29
cinematic 5.54 5.12 6.07
cinematography 5.4 3.58 6.07
cinnamon 6.67 3.75 6.25
cipher 5.23 4.2 5.48
circle 5.96 2.81 5.54
circuit 4.69 3.86 5.27
circuitry 4.2 3.0 5.91
circular 5.33 3.07 5.27
circulate 5.25 4.43 5.64
circulation 5.73 3.75 5.1
circulatory 5.62 3.8 5.08
circumcision 4.77 4.73 3.65
circumference 5.09 2.93 4.9
circumstance 4.77 2.92 5.7
circumstantial 3.55 4.33 5.15
circumvent 5.17 3.73 5.44
circus 6.0 5.61 4.81
cirque 5.56 4.62 5.14
cirrhosis 1.62 5.25 3.56
citadel 5.23 3.0 5.11
citation 3.92 3.64 4.06
cite 5.0 3.64 7.0
citizen 6.13 3.09 5.1
citizenship 6.77 5.86 6.12
citrus 6.31 4.93 6.4
city 6.38 5.19 5.56
citywide 4.9 4.62 4.55
civic 6.23 4.45 5.06
civics 5.2 4.08 5.5
civil 5.62 2.82 6.0
civilian 5.0 3.67 5.36
civility 5.47 3.5 5.77
civilization 6.13 2.75 7.0
civilized 6.91 3.73 6.0
claim 4.9 3.77 5.95
clairvoyant 4.83 4.93 5.55
clam 5.09 3.88 5.15
clambake 4.67 3.18 5.0
clammy 3.4 2.75 2.9
clamp 4.67 4.8 4.44
clan 5.13 3.08 5.0
clandestine 5.33 3.73 3.91
clang 4.19 4.0 4.67
clap 6.07 5.08 5.6
clapper 5.15 4.43 5.54
clarification 6.08 3.22 6.22
clarify 5.92 3.11 5.89
clarinet 4.5 3.23 6.11
clarity 7.0 3.57 6.91
clash 3.82 5.85 4.0
clasp 5.0 3.61 6.33
class 5.93 5.0 5.38
classic 6.0 3.22 6.33
classic-rock 5.82 3.91 6.25
classical 6.87 3.0 6.2
classification 4.77 3.14 5.82
classified 6.1 4.73 4.89
classify 5.11 4.08 6.31
classmate 5.42 3.17 5.62
classroom 5.4 3.83 4.8
classy 6.77 3.4 6.69
clatter 3.73 5.13 5.64
clause 4.77 3.4 4.54
claustrophobia 2.88 6.15 3.88
claustrophobic 2.75 6.67 2.86
clavicle 4.38 3.85 6.0
claw 4.56 3.44 3.56
clay 5.31 4.0 5.0
clean 6.93 4.0 6.75
cleaner 5.73 3.0 6.17
cleanliness 7.08 3.4 7.17
cleanse 6.11 3.75 6.62
cleanser 6.29 4.0 6.4
cleansing 6.56 3.92 6.46
cleanup 4.92 2.67 7.33
clear 6.4 2.79 6.5
clearance 6.93 4.42 4.9
cleat 3.7 3.25 5.14
cleavage 4.89 6.46 5.25
cleaver 5.12 4.92 5.35
cleft 4.67 3.4 5.14
clemency 5.09 3.08 6.0
clench 3.12 3.71 5.11
clergy 5.25 2.71 5.12
cleric 4.75 3.4 4.53
clerical 4.46 2.82 4.75
clerk 4.87 3.83 5.1
clever 7.22 5.0 7.67
cleverness 7.18 5.75 7.42
click 5.81 2.88 5.44
clicker 5.35 3.69 5.76
client 5.5 3.0 4.71
clientele 5.08 2.92 5.38
cliff 4.61 5.0 4.17
climate 5.81 3.76 3.67
climax 8.0 6.87 5.33
climb 5.25 3.82 6.25
climber 5.36 4.08 5.77
clinch 4.4 3.67 5.33
cling 4.55 4.56 4.15
clingy 3.27 3.87 4.57
clinic 5.7 3.13 5.2
clinical 4.43 3.93 4.73
clink 5.12 5.09 4.82
clip 5.24 2.73 5.08
clipboard 4.6 2.25 7.08
clipper 5.31 3.23 5.32
clipping 5.13 4.08 5.8
clique 3.92 4.56 4.33
clitoris 4.8 5.5 6.57
cloak 5.85 4.27 4.85
cloaking 4.94 3.38 5.19
cloakroom 4.67 3.58 5.0
clobber 4.1 4.17 4.14
clock 5.5 3.87 5.62
clockwork 5.5 4.14 5.27
clod 3.31 3.4 4.47
clog 3.0 3.2 3.62
clone 3.57 4.42 4.62
cloning 3.89 4.43 4.0
close 5.27 3.79 5.88
closeness 6.62 2.91 6.36
closet 4.38 3.54 6.67
closure 5.57 3.36 6.38
clot 2.5 3.82 3.56
cloth 6.58 2.28 5.33
clothe 5.86 3.64 6.0
clothes 7.2 3.07 6.0
clothesline 5.62 5.0 5.27
clothing 6.1 4.6 6.87
cloud 6.2 2.62 5.3
clouds 7.11 2.5 5.47
cloudy 6.14 2.71 4.12
clout 4.77 3.83 4.33
clove 5.92 2.4 6.06
clover 5.5 3.07 6.56
clown 5.31 5.2 4.0
club 6.87 4.0 5.5
clubhouse 6.29 3.07 5.88
cluck 4.8 3.92 4.94
clue 5.17 3.5 5.5
clueless 3.5 3.88 3.81
clump 3.94 3.17 4.0
clumsy 4.1 4.23 3.59
clunk 4.7 4.17 4.9
cluster 4.73 4.47 5.43
clutch 4.75 3.67 3.89
clutter 3.15 3.93 3.53
coach 6.1 2.85 4.29
coachman 4.69 3.0 4.89
coal 4.54 2.11 5.22
coalition 3.89 3.71 5.87
coarse 4.4 3.48 4.94
coast 5.92 4.53 5.39
coastal 6.31 3.79 4.93
coaster 5.1 3.5 5.0
coastline 7.38 4.22 5.89
coat 6.0 3.23 7.0
coating 5.27 4.19 5.46
coax 5.4 4.07 4.67
cobalt 5.17 3.0 6.18
cobbler 6.33 3.2 5.29
cobra 3.43 5.31 3.56
cocaine 2.55 5.0 2.7
cock 5.58 6.21 5.36
cockamamie 3.4 3.92 4.54
cockeyed 3.88 4.92 4.38
cockpit 5.5 4.73 6.23
cockroach 1.96 5.17 3.47
cocksucker 1.77 5.79 4.09
cocktail 6.85 5.92 5.67
cocky 4.67 6.15 5.31
cocoa 7.62 4.36 6.67
coconut 6.3 4.23 5.25
cocoon 4.86 2.09 4.38
cod 4.85 3.5 5.18
code 4.9 2.29 4.86
codeine 4.8 3.83 3.0
codfish 4.73 3.5 4.8
coding 4.92 3.53 5.07
coed 5.71 3.29 4.93
coerce 3.08 5.64 5.23
coercion 3.47 3.69 5.18
coexist 6.44 3.18 5.69
coffee 7.0 4.64 6.88
coffee-table 5.81 2.7 5.0
coffeehouse 7.25 3.47 5.93
coffeepot 4.88 3.71 6.0
coffin 1.91 4.3 3.58
cog 4.64 4.56 4.77
cognac 4.9 4.38 4.63
cognitive 5.3 4.93 6.78
coherent 5.62 2.75 6.55
coil 4.43 3.5 5.22
coin 6.64 2.92 6.04
coincide 5.31 4.38 5.13
coincidence 5.6 3.71 4.82
coincidental 5.33 4.2 3.82
coke 6.54 4.64 5.45
Coke 6.47 3.42 6.1
cola 6.11 4.0 5.87
cold 3.9 3.43 5.12
coleslaw 5.36 3.08 6.92
colic 2.62 3.0 2.56
coliseum 4.88 3.93 6.56
collaborate 5.85 3.73 6.06
collaboration 4.92 3.86 6.18
collaborator 4.79 5.5 5.23
collage 4.88 3.36 5.56
collagen 4.33 4.3 4.7
collapse 3.08 6.4 3.23
collar 4.62 3.2 4.79
collarbone 5.55 3.0 5.6
collateral 3.73 3.7 5.4
colleague 5.13 3.4 4.9
collect 6.0 3.07 5.4
collection 5.93 4.42 7.18
collective 4.86 2.67 5.08
collector 5.62 5.0 6.09
college 6.8 3.31 6.29
collegiate 5.0 4.38 6.15
collide 2.69 4.25 3.33
collie 6.82 4.12 5.54
collision 2.77 5.36 2.81
cologne 5.77 3.27 5.08
colon 3.47 3.5 4.08
colonel 5.2 3.79 6.5
colonial 4.77 2.22 5.33
colonic 4.1 3.54 4.3
colonoscopy 2.65 4.08 3.35
colony 5.8 3.42 4.93
color 7.46 3.2 6.36
colored 6.83 5.07 5.44
colorful 7.55 4.0 6.5
coloring 6.56 4.5 6.36
colossal 4.38 4.09 5.22
columbine 3.85 5.5 3.64
column 5.17 2.76 4.94
columnist 4.67 2.87 5.18
com 5.25 3.69 5.5
coma 1.85 2.9 2.31
comatose 2.07 3.1 3.2
comb 5.87 2.33 7.42
combat 2.3 6.0 4.0
combative 3.08 5.67 2.56
combination 5.0 3.13 5.82
combine 4.82 3.64 5.5
combo 6.44 4.33 5.56
combustion 4.69 5.27 4.22
come 5.53 4.21 5.88
comeback 6.25 4.6 6.64
comedian 7.82 5.5 6.77
comedy 7.88 5.77 6.11
comet 6.54 4.0 4.44
comfort 7.5 2.64 7.55
comfortable 8.4 2.5 7.14
comforter 6.93 3.33 5.7
comforting 7.73 2.7 7.1
comfy 7.5 2.73 6.79
comic 7.62 4.11 6.33
comical 7.0 4.85 5.85
comics 7.0 4.07 5.69
comma 4.6 3.21 5.0
command 3.75 4.0 7.25
commandant 4.83 3.87 4.82
commandeer 4.25 4.15 6.27
commander 4.56 4.46 5.92
commanding 4.85 5.8 4.52
commandment 5.5 3.64 5.64
commando 5.42 6.57 4.71
commemorate 5.0 2.07 5.69
commemorative 5.85 4.29 5.54
commence 4.75 4.78 6.38
commend 6.77 3.0 5.82
commendable 6.67 3.67 6.6
commendation 5.78 4.57 5.0
comment 5.73 3.46 7.18
commentary 4.83 3.5 5.38
commentator 4.5 4.0 5.36
commerce 5.0 3.67 4.36
commercial 4.0 4.6 4.15
commie 3.36 4.73 4.6
commissary 5.36 3.64 6.5
commission 5.3 4.0 5.5
commissioner 4.81 3.08 6.43
commit 5.92 2.92 7.36
commitment 6.2 4.0 7.15
committee 5.58 3.28 5.92
commodity 5.53 3.17 6.0
commodore 4.5 2.78 4.88
common 6.5 2.43 5.0
commoner 3.5 2.71 4.82
commonplace 5.5 3.17 6.08
commotion 3.73 4.13 4.3
communal 5.85 2.5 4.53
commune 4.9 3.75 5.92
communicate 6.15 3.89 7.33
communication 7.06 3.45 6.45
communicator 5.46 3.53 5.92
communion 5.62 2.4 5.5
communism 2.69 4.56 2.78
communist 3.31 4.33 4.67
community 6.56 3.38 7.17
commute 4.27 3.33 4.6
commuter 4.5 2.92 6.31
comp 6.1 3.33 5.56
compact 5.33 3.2 4.82
companion 7.13 3.67 6.33
companionship 7.62 4.91 6.06
company 5.73 3.5 4.75
comparable 5.27 3.67 6.31
comparative 4.77 3.92 7.0
compare 5.0 3.43 6.36
comparison 5.09 2.73 6.21
compartment 5.0 3.21 4.82
compass 5.69 2.38 5.67
compassion 8.0 3.91 7.33
compassionate 7.9 5.0 6.91
compatibility 6.44 5.17 5.77
compatible 6.5 3.45 6.0
compel 5.11 4.62 5.45
compelling 6.07 4.8 6.21
compensate 6.81 4.82 6.27
compensation 5.91 4.81 6.31
compete 5.0 4.82 5.94
competence 6.33 3.54 6.73
competent 5.88 3.64 6.38
